id,conversation_id,replies_count,retweets_count,likes_count,date,retweets_reply_ratio
1302126963184853e3,1302126963184853e3,37,213,456,2020-09-05,5.756756756756757
1301918676191531e3,1301902700385239e3,17,33,126,2020-09-04,1.9411764705882353
1301911036606451700,1301902700385239e3,19,32,140,2020-09-04,1.6842105263157894
1301910910387327e3,1301902700385239e3,8,18,108,2020-09-04,2.25
1301910624310526e3,1301902700385239e3,3,16,57,2020-09-04,5.333333333333333
1301910622792228900,1301902700385239e3,2,11,32,2020-09-04,5.5
1301910366021091300,1301902700385239e3,6,14,32,2020-09-04,2.3333333333333335
130191010467405e4,1301902700385239e3,5,24,48,2020-09-04,4.8
1301910102946066400,1301902700385239e3,2,28,42,2020-09-04,14
1301909790290071600,1301902700385239e3,5,35,69,2020-09-04,7
1301909456792498200,1301902700385239e3,4,30,63,2020-09-04,7.5
1301909455022559200,1301902700385239e3,2,12,32,2020-09-04,6
1301908812073447400,1301902700385239e3,3,18,40,2020-09-04,6
1301908343393575e3,1301902700385239e3,7,41,64,2020-09-04,5.857142857142857
1301908341262778400,1301902700385239e3,7,25,42,2020-09-04,3.5714285714285716
1301907890140258300,1301902700385239e3,3,14,25,2020-09-04,4.666666666666667
1301907888240316400,1301902700385239e3,3,11,31,2020-09-04,3.6666666666666665
1301907153775665200,1301902700385239e3,8,43,82,2020-09-04,5.375
1301906853773947e3,1301902700385239e3,5,59,119,2020-09-04,11.8
1301906637561761800,1301902700385239e3,4,53,85,2020-09-04,13.25
1301905695223304200,1301902700385239e3,8,62,90,2020-09-04,7.75
130190547375147e4,1301902700385239e3,10,74,102,2020-09-04,7.4
1301905178770116600,1301902700385239e3,9,84,169,2020-09-04,9.333333333333334
1301904328001826800,1301902700385239e3,98,291,516,2020-09-04,2.9693877551020407
1301903779160305700,1301902700385239e3,7,29,63,2020-09-04,4.142857142857143
1301903691331571700,1301902700385239e3,10,29,63,2020-09-04,2.9
1301903575648477200,1301902700385239e3,7,16,49,2020-09-04,2.2857142857142856
1301902700385239e3,1301902700385239e3,199,335,875,2020-09-04,1.6834170854271358
1301849185562566700,1301474626657226800,6,25,97,2020-09-04,4.166666666666667
1301833121617322e3,1301474626657226800,3,20,114,2020-09-04,6.666666666666667
1301819149065375700,1301474626657226800,9,29,117,2020-09-04,3.2222222222222223
1301810753331175400,1301474626657226800,7,15,73,2020-09-04,2.142857142857143
1301804067157692400,1301474626657226800,5,23,88,2020-09-04,4.6
1301795173161226200,1254835587279999e3,10,52,204,2020-09-04,5.2
1301788888869019600,1301491300689236e3,3,50,195,2020-09-04,16.666666666666668
1301621979762569200,1301491300689236e3,10,62,304,2020-09-03,6.2
1301613909930115e3,1301491300689236e3,14,55,304,2020-09-03,3.9285714285714284
1301595491134836700,1301491300689236e3,5,51,193,2020-09-03,10.2
1301587731840204800,1301491300689236e3,3,34,138,2020-09-03,11.333333333333334
1301587287445303300,1301474626657226800,4,32,138,2020-09-03,8
1301574321660399600,1301491300689236e3,3,58,233,2020-09-03,19.333333333333332
1301563323671089200,1301491300689236e3,5,42,234,2020-09-03,8.4
1301550223211278300,1301491300689236e3,2,40,133,2020-09-03,20
1301541864894599200,1301491300689236e3,3,31,96,2020-09-03,10.333333333333334
1301534886323511300,1301491300689236e3,5,32,159,2020-09-03,6.4
1301527842874941400,1301491300689236e3,4,34,110,2020-09-03,8.5
1301521681127805e3,1301491300689236e3,3,23,95,2020-09-03,7.666666666666667
1.3015167082980639e+18,1301491300689236e3,6,33,117,2020-09-03,5.5
1301511101503475700,1301491300689236e3,7,27,116,2020-09-03,3.857142857142857
1301498943138943e3,1301491300689236e3,3,57,147,2020-09-03,19
1301491300689236e3,1301491300689236e3,51,417,1392,2020-09-03,8.176470588235293
1301485964284637200,1301474626657226800,6,88,249,2020-09-03,14.666666666666666
1301474626657226800,1301474626657226800,61,164,577,2020-09-03,2.6885245901639343
1301468578777124900,1301456859283497e3,9,35,104,2020-09-03,3.888888888888889
1301468398187143200,1301456859283497e3,10,25,99,2020-09-03,2.5
1301458749119443e3,1301456859283497e3,4,7,69,2020-09-03,1.75
1301458598187462700,1301456859283497e3,5,11,61,2020-09-03,2.2
1301458132816867300,1301456859283497e3,3,8,32,2020-09-03,2.6666666666666665
1301457908320948200,1301456859283497e3,2,10,31,2020-09-03,5
1301457657455403e3,1301456859283497e3,4,19,56,2020-09-03,4.75
1301457488202657800,1301456859283497e3,2,15,43,2020-09-03,7.5
1301457486654865400,1301456859283497e3,2,5,25,2020-09-03,2.5
1301457035201048600,1301456859283497e3,7,17,59,2020-09-03,2.4285714285714284
1301456859283497e3,1301456859283497e3,25,146,582,2020-09-03,5.84
1301443253728927700,1254835587279999e3,8,33,156,2020-09-03,4.125
1301427564871905300,1254835587279999e3,13,26,131,2020-09-03,2
1301247000483106800,1301230299460907e3,9,55,136,2020-09-02,6.111111111111111
1301240759421677600,1301230299460907e3,6,73,214,2020-09-02,12.166666666666666
1301230299460907e3,1301230299460907e3,42,387,713,2020-09-02,9.214285714285714
1301176094318616600,1301167760362233900,7,16,63,2020-09-02,2.2857142857142856
1301167760362233900,1301167760362233900,80,156,370,2020-09-02,1.95
1301119670871785500,1301104151968051200,3,22,75,2020-09-02,7.333333333333333
1301114282818576400,1301104151968051200,1,51,124,2020-09-02,51
1301104151968051200,1301104151968051200,7,68,275,2020-09-02,9.714285714285714
1301076284563501e3,1254835587279999e3,13,22,151,2020-09-02,1.6923076923076923
1301069293103337500,1254835587279999e3,33,45,154,2020-09-02,1.3636363636363635
1300973118337495e3,1300851172270637e3,19,202,500,2020-09-01,10.631578947368421
1300947250781343700,1300851172270637e3,17,122,382,2020-09-01,7.176470588235294
1300936636449124400,1300851172270637e3,7,62,171,2020-09-01,8.857142857142858
1300874712977989600,1300851172270637e3,9,67,193,2020-09-01,7.444444444444445
1300851172270637e3,1300851172270637e3,95,904,1995,2020-09-01,9.51578947368421
1300800205378531300,1243467727802642400,11,91,246,2020-09-01,8.272727272727273
1300718391351816200,1300428918810382300,13,29,127,2020-09-01,2.230769230769231
1.3007133852485919e+18,1300428918810382300,10,51,181,2020-09-01,5.1
1300548039745114e3,1300548039745114e3,15,196,437,2020-08-31,13.066666666666666
1.3005085009011999e+18,1300428918810382300,7,36,196,2020-08-31,5.142857142857143
1300497232387608600,1300428918810382300,14,39,159,2020-08-31,2.7857142857142856
1300495699923140600,1300428918810382300,11,44,119,2020-08-31,4
1300487985079689200,1300428918810382300,7,45,134,2020-08-31,6.428571428571429
1300481613244117e3,1300428918810382300,8,69,164,2020-08-31,8.625
1300478755639636e3,1300428918810382300,4,39,107,2020-08-31,9.75
1300474406368575500,1300460580604575700,25,31,106,2020-08-31,1.24
1300473973109657600,1300460580604575700,10,44,144,2020-08-31,4.4
1300473822529945600,1300460580604575700,10,47,67,2020-08-31,4.7
1300472855042363400,1300460580604575700,12,16,68,2020-08-31,1.3333333333333333
1300472272176713700,1300460580604575700,5,17,52,2020-08-31,3.4
1300472001837097e3,1300460580604575700,6,16,53,2020-08-31,2.6666666666666665
1300471524424650800,1300460580604575700,5,6,48,2020-08-31,1.2
1300471236582146e3,1300460580604575700,4,9,56,2020-08-31,2.25
1300471038841626600,1300460580604575700,5,13,60,2020-08-31,2.6
1300470737027899400,1300460580604575700,4,12,62,2020-08-31,3
1300470155177349e3,1300460580604575700,4,14,73,2020-08-31,3.5
1300469955876532200,1300460580604575700,3,16,49,2020-08-31,5.333333333333333
130046961108804e4,1300460580604575700,6,14,53,2020-08-31,2.3333333333333335
1300469279968632800,1300460580604575700,3,18,79,2020-08-31,6
1300468959666372600,1300460580604575700,3,24,78,2020-08-31,8
1300468717890031600,1300460580604575700,5,17,73,2020-08-31,3.4
1.3004684621549281e+18,1300460580604575700,4,15,61,2020-08-31,3.75
1300467880472051700,1300460580604575700,3,18,65,2020-08-31,6
1300467667732762600,1300460580604575700,5,16,63,2020-08-31,3.2
1300467425742291e3,1300460580604575700,4,17,59,2020-08-31,4.25
130046681318946e4,1300460580604575700,6,58,112,2020-08-31,9.666666666666666
1300466053118648300,1300460580604575700,12,69,133,2020-08-31,5.75
1300465382537474e3,1300460580604575700,4,53,90,2020-08-31,13.25
1300464434926825500,1300460580604575700,3,28,81,2020-08-31,9.333333333333334
1300464201073385500,1300460580604575700,3,39,84,2020-08-31,13
1300463883325452300,1300460580604575700,3,19,62,2020-08-31,6.333333333333333
1300463441883394e3,1300460580604575700,60,158,225,2020-08-31,2.6333333333333333
1300462753681940500,1300460580604575700,7,45,71,2020-08-31,6.428571428571429
1300462506503176200,1300460580604575700,11,82,140,2020-08-31,7.454545454545454
1300462300533588e3,1300460580604575700,5,27,67,2020-08-31,5.4
1300462036544114700,1300460580604575700,15,83,148,2020-08-31,5.533333333333333
1300461942537154600,1300460580604575700,10,92,173,2020-08-31,9.2
1300461839332126700,1300460580604575700,16,72,119,2020-08-31,4.5
1300461684411203600,1300460580604575700,20,51,105,2020-08-31,2.55
1300461561438503e3,1300460580604575700,11,25,74,2020-08-31,2.272727272727273
1300461477409808400,1300460580604575700,14,33,86,2020-08-31,2.357142857142857
1300460580604575700,1300460580604575700,158,400,1064,2020-08-31,2.5316455696202533
1300459211780956200,1300428918810382300,6,55,125,2020-08-31,9.166666666666666
1300455176491458600,1300428918810382300,5,73,196,2020-08-31,14.6
1300451258323669e3,1300428918810382300,7,36,115,2020-08-31,5.142857142857143
1300448703367569400,1300428918810382300,4,36,133,2020-08-31,9
1300442142888931300,1300428918810382300,5,36,139,2020-08-31,7.2
1300434842677637e3,1300428918810382300,18,64,207,2020-08-31,3.5555555555555554
1300428918810382300,1300428918810382300,55,963,1852,2020-08-31,17.509090909090908
1300423137344082e3,13004003844695e5,1,24,74,2020-08-31,24
1300418568094441500,13004003844695e5,4,43,89,2020-08-31,10.75
1300410753321754600,13004003844695e5,4,44,92,2020-08-31,11
1300406362250317800,13004003844695e5,10,56,125,2020-08-31,5.6
13004003844695e5,13004003844695e5,60,197,478,2020-08-31,3.283333333333333
1299393918426116e3,1299393918426116e3,116,442,977,2020-08-28,3.810344827586207
1299374291688083500,1299094793235116e3,9,37,133,2020-08-28,4.111111111111111
1299367256615465e3,1299094793235116e3,9,62,201,2020-08-28,6.888888888888889
1299364435069489200,1299094793235116e3,10,26,73,2020-08-28,2.6
1299361086706266e3,1299094793235116e3,11,42,120,2020-08-28,3.8181818181818183
1299352202323079200,1299094793235116e3,12,41,160,2020-08-28,3.4166666666666665
1299314092537262e3,1299094793235116e3,18,165,491,2020-08-28,9.166666666666666
1299286738687451100,1299094793235116e3,9,42,151,2020-08-28,4.666666666666667
1299268641519788e3,1299094793235116e3,11,50,146,2020-08-28,4.545454545454546
1299266797666009e3,1254835587279999e3,16,33,147,2020-08-28,2.0625
1299259206965567500,1254835587279999e3,43,26,127,2020-08-28,0.6046511627906976
129911570173995e4,1299094793235116e3,10,34,117,2020-08-27,3.4
1299106239415292e3,1299094793235116e3,8,50,133,2020-08-27,6.25
1299097919472251e3,1299094793235116e3,13,51,144,2020-08-27,3.923076923076923
1299095359537455e3,1299094793235116e3,10,106,183,2020-08-27,10.6
1299094793235116e3,1299094793235116e3,49,324,967,2020-08-27,6.612244897959184
1299053168693776400,1298989272779772e3,7,16,61,2020-08-27,2.2857142857142856
1299045828485619700,1298989272779772e3,5,21,94,2020-08-27,4.2
1299037177117134800,1298989272779772e3,2,15,62,2020-08-27,7.5
1299030064219271200,1298989272779772e3,7,14,78,2020-08-27,2
1299018948755759e3,1299001468624597e3,26,29,98,2020-08-27,1.1153846153846154
1299016461403463700,1299001468624597e3,24,37,171,2020-08-27,1.5416666666666667
1299016269459599400,1299001468624597e3,4,13,42,2020-08-27,3.25
1299015989116506e3,1299001468624597e3,4,11,32,2020-08-27,2.75
1299015525536854e3,1299001468624597e3,6,7,30,2020-08-27,1.1666666666666667
1299015254265991200,1299001468624597e3,5,13,39,2020-08-27,2.6
1299014935977099300,1299001468624597e3,4,11,41,2020-08-27,2.75
1299014789302292500,1299001468624597e3,3,11,36,2020-08-27,3.6666666666666665
1299014463195099100,1299001468624597e3,7,11,39,2020-08-27,1.5714285714285714
1299014223138349e3,1299001468624597e3,5,13,39,2020-08-27,2.6
1299014000844378e3,1299001468624597e3,3,12,28,2020-08-27,4
1299013647990165500,1299001468624597e3,4,15,46,2020-08-27,3.75
1299013286684438500,1299001468624597e3,5,17,63,2020-08-27,3.4
1299012029546668e3,1299001468624597e3,8,40,129,2020-08-27,5
1299011796020457500,1299001468624597e3,14,35,103,2020-08-27,2.5
1299010567089332200,1299001468624597e3,3,29,72,2020-08-27,9.666666666666666
1299010294958743600,1299001468624597e3,3,44,71,2020-08-27,14.666666666666666
129901000618086e4,1299001468624597e3,5,46,95,2020-08-27,9.2
1299009756863004700,1299001468624597e3,3,17,54,2020-08-27,5.666666666666667
1299009566647160800,1299001468624597e3,4,19,55,2020-08-27,4.75
1299009300577300500,1299001468624597e3,8,44,94,2020-08-27,5.5
1299008843448545300,1299001468624597e3,4,28,57,2020-08-27,7
1299008286470090800,1299001468624597e3,6,27,58,2020-08-27,4.5
1299007842859602e3,1299001468624597e3,6,18,45,2020-08-27,3
1299007550877294600,1299001468624597e3,5,24,57,2020-08-27,4.8
1299007234895118300,1299001468624597e3,4,20,61,2020-08-27,5
1299006939230277600,1299001468624597e3,6,25,68,2020-08-27,4.166666666666667
1299006756681642e3,1299001468624597e3,4,15,51,2020-08-27,3.75
1299006503932887e3,1299001468624597e3,2,10,34,2020-08-27,5
1299005825143406600,1299001468624597e3,2,16,49,2020-08-27,8
1299005217086804e3,1299001468624597e3,2,16,64,2020-08-27,8
1.2990049920288481e+18,1299001468624597e3,2,14,58,2020-08-27,7
1299004658866847700,1299001468624597e3,2,22,70,2020-08-27,11
1299004438619852800,1299001468624597e3,2,18,70,2020-08-27,9
1299004030971191300,1299001468624597e3,6,14,56,2020-08-27,2.3333333333333335
1299003878873215e3,1299001468624597e3,2,9,43,2020-08-27,4.5
1.2990037293755679e+18,1299001468624597e3,2,16,56,2020-08-27,8
1299003223135514600,1299001468624597e3,5,18,61,2020-08-27,3.6
1299002779218972700,1299001468624597e3,6,15,56,2020-08-27,2.5
1299002480509038600,1299001468624597e3,6,36,77,2020-08-27,6
1.2990023821231841e+18,1299001468624597e3,8,34,120,2020-08-27,4.25
1299001468624597e3,1299001468624597e3,361,430,1107,2020-08-27,1.1911357340720221
1298995990968455200,1298989272779772e3,9,22,124,2020-08-27,2.4444444444444446
1298989272779772e3,1298989272779772e3,30,117,399,2020-08-27,3.9
1298983897372348400,1298969149104951300,5,4,23,2020-08-27,0.8
1298971485206388700,1298969149104951300,9,39,119,2020-08-27,4.333333333333333
1298969149104951300,1298969149104951300,50,47,258,2020-08-27,0.94
1298918696107339800,1298918696107339800,103,226,559,2020-08-27,2.1941747572815533
1298909714412167200,1298890150651613200,12,27,96,2020-08-27,2.25
1298901489960845300,1298890150651613200,18,41,143,2020-08-27,2.2777777777777777
1298895913935569e3,1298890150651613200,36,27,133,2020-08-27,0.75
1298890150651613200,1298890150651613200,68,143,417,2020-08-27,2.1029411764705883
1298708887990747100,1298664528750796800,38,62,202,2020-08-26,1.631578947368421
129869366570829e4,1298664528750796800,30,44,154,2020-08-26,1.4666666666666666
1298685947400327200,1298664528750796800,16,34,161,2020-08-26,2.125
1298675967276331e3,1298664528750796800,22,32,159,2020-08-26,1.4545454545454546
1.2986698947084001e+18,1298664528750796800,27,27,146,2020-08-26,1
1298664528750796800,1298664528750796800,72,172,565,2020-08-26,2.388888888888889
1298631799766052900,1298631799766052900,167,128,277,2020-08-26,0.7664670658682635
1298593094682771500,1298593094682771500,43,102,337,2020-08-26,2.372093023255814
1298397932002119700,1298285269691531300,19,102,278,2020-08-25,5.368421052631579
1298383700934234e3,1298285269691531300,21,67,306,2020-08-25,3.1904761904761907
1298383337703321600,1298285269691531300,9,37,149,2020-08-25,4.111111111111111
1298377142762451e3,1298285269691531300,5,37,112,2020-08-25,7.4
1298369517505130500,1298285269691531300,9,46,196,2020-08-25,5.111111111111111
1298365963625209900,1298285269691531300,5,34,161,2020-08-25,6.8
1298362790294491100,1298285269691531300,6,36,167,2020-08-25,6
1.2983557336465121e+18,1298285269691531300,4,34,133,2020-08-25,8.5
1298351760373887e3,1298285269691531300,8,42,154,2020-08-25,5.25
1298344857786888200,1298285269691531300,4,41,182,2020-08-25,10.25
129833885209301e4,1298285269691531300,12,55,199,2020-08-25,4.583333333333333
1298333125387452400,1298285269691531300,11,42,156,2020-08-25,3.8181818181818183
1298328783020339200,1298285269691531300,9,73,294,2020-08-25,8.11111111111111
1298320549064646700,1298285269691531300,11,104,342,2020-08-25,9.454545454545455
1298317759781261300,1298285269691531300,5,48,197,2020-08-25,9.6
1298311554337837e3,1298285269691531300,9,100,350,2020-08-25,11.11111111111111
1298305409959071700,1298285269691531300,14,173,515,2020-08-25,12.357142857142858
1298298668047569e3,1298285269691531300,9,75,257,2020-08-25,8.333333333333334
1298298055624663e3,1298285269691531300,2,56,202,2020-08-25,28
1298296334198411300,1298285269691531300,6,43,136,2020-08-25,7.166666666666667
1298295882073415700,1298285269691531300,5,45,145,2020-08-25,9
1298295586073059300,1298285269691531300,1,75,172,2020-08-25,75
1298295201094606800,1298285269691531300,3,30,109,2020-08-25,10
1298294841210798e3,1298285269691531300,5,42,139,2020-08-25,8.4
1298292686038937600,1298285269691531300,4,38,116,2020-08-25,9.5
1298292095338401800,1298285269691531300,5,31,140,2020-08-25,6.2
1298290992462745600,1298285269691531300,2,41,172,2020-08-25,20.5
1298290709443879e3,1298285269691531300,1,65,190,2020-08-25,65
1298289367790899200,1298285269691531300,3,48,162,2020-08-25,16
1298289022113067e3,1298285269691531300,8,184,454,2020-08-25,23
1298287072957128700,1298285269691531300,2,60,180,2020-08-25,30
1298286517123678200,1298285269691531300,6,121,341,2020-08-25,20.166666666666668
1298285269691531300,1298285269691531300,277,6018,13439,2020-08-25,21.72563176895307
1298267311996981200,1298186021889286100,5,15,70,2020-08-25,3
1298233440219861e3,1298186021889286100,13,14,53,2020-08-25,1.0769230769230769
1298232898278035500,1298186021889286100,6,18,72,2020-08-25,3
1298232353739989e3,1298186021889286100,3,10,45,2020-08-25,3.3333333333333335
1298232139339751400,1298186021889286100,11,57,172,2020-08-25,5.181818181818182
1298231865862692900,1298186021889286100,3,8,30,2020-08-25,2.6666666666666665
1298230044905611300,1298186021889286100,5,8,45,2020-08-25,1.6
1298229790185595e3,1298186021889286100,4,10,50,2020-08-25,2.5
1298229585012822e3,1298186021889286100,3,6,28,2020-08-25,2
1298229400085975e3,1298186021889286100,2,5,17,2020-08-25,2.5
1298229146238279700,1298186021889286100,5,6,27,2020-08-25,1.2
1298227221807734800,1298186021889286100,6,21,64,2020-08-25,3.5
1298226777299529700,1298186021889286100,7,11,63,2020-08-25,1.5714285714285714
1298212013584392200,1298186021889286100,8,31,116,2020-08-25,3.875
1298209397995380700,1298186021889286100,4,17,92,2020-08-25,4.25
1298204837897740300,1298186021889286100,15,157,409,2020-08-25,10.466666666666667
1298203865771368400,1298186021889286100,3,13,64,2020-08-25,4.333333333333333
1298203707872612400,1254835587279999e3,6,27,114,2020-08-25,4.5
1298194855638818800,1298186021889286100,6,31,78,2020-08-25,5.166666666666667
1298194475748069400,1298186021889286100,6,51,90,2020-08-25,8.5
1298193595644747800,1298186021889286100,6,19,66,2020-08-25,3.1666666666666665
1298192828162605e3,1298186021889286100,3,21,58,2020-08-25,7
1298192378583552e3,1298186021889286100,3,18,51,2020-08-25,6
1298191677270691800,1298186021889286100,4,17,56,2020-08-25,4.25
1298191446013599700,1298186021889286100,9,61,91,2020-08-25,6.777777777777778
1298190278688411600,1298186021889286100,5,27,65,2020-08-25,5.4
1298190035712344e3,1298186021889286100,4,56,107,2020-08-25,14
1298188734127644700,1298186021889286100,4,31,73,2020-08-25,7.75
1298187350602854400,1298186021889286100,3,23,53,2020-08-25,7.666666666666667
1298187202674020400,1298186021889286100,10,21,47,2020-08-25,2.1
1298186553727094800,1298186021889286100,6,31,73,2020-08-25,5.166666666666667
1298186293135003600,1298186021889286100,7,28,74,2020-08-25,4
1298186021889286100,1298186021889286100,209,618,1500,2020-08-25,2.9569377990430623
1297970319442022400,1297948368623349800,12,49,163,2020-08-24,4.083333333333333
1297957794948223e3,1297948368623349800,19,86,235,2020-08-24,4.526315789473684
1297954625102938e3,1297948368623349800,8,56,144,2020-08-24,7
1297948368623349800,1297948368623349800,30,198,615,2020-08-24,6.6
1297898549036888e3,1297851833747218400,11,114,217,2020-08-24,10.363636363636363
1297851833747218400,1297851833747218400,41,252,563,2020-08-24,6.146341463414634
1297848344958705700,1297840306428063700,17,35,162,2020-08-24,2.0588235294117645
1297848193254817800,1297840306428063700,8,32,179,2020-08-24,4
1.2978480330702561e+18,1297840306428063700,5,31,50,2020-08-24,6.2
1297847522229182500,1297840306428063700,6,52,75,2020-08-24,8.666666666666666
1297846738703745e3,1297840306428063700,6,25,52,2020-08-24,4.166666666666667
1297846546671820800,1297840306428063700,3,41,66,2020-08-24,13.666666666666666
1297846250264461300,1297840306428063700,3,18,34,2020-08-24,6
1297846102562164700,1297840306428063700,3,12,31,2020-08-24,4
1297845890015780900,1297840306428063700,4,59,113,2020-08-24,14.75
1297845469419376600,1297840306428063700,5,17,46,2020-08-24,3.4
1297845261344092200,1297840306428063700,5,13,38,2020-08-24,2.6
1297845151814111200,1297840306428063700,4,14,40,2020-08-24,3.5
1297844976945188900,1297840306428063700,2,11,25,2020-08-24,5.5
1297844519581491200,1297840306428063700,4,15,35,2020-08-24,3.75
1297843988855169e3,1297840306428063700,5,23,56,2020-08-24,4.6
1297843806436577300,1297840306428063700,5,36,97,2020-08-24,7.2
1297843659115843600,1297840306428063700,3,13,40,2020-08-24,4.333333333333333
1297843497714823200,1297840306428063700,4,16,37,2020-08-24,4
1297843279585841200,1297840306428063700,7,25,62,2020-08-24,3.5714285714285716
1297843143744905200,1297840306428063700,4,21,49,2020-08-24,5.25
1297843067505049600,1297840306428063700,3,19,35,2020-08-24,6.333333333333333
1297842981295227e3,1297840306428063700,4,21,45,2020-08-24,5.25
1297842880292311e3,1297840306428063700,2,16,25,2020-08-24,8
1297842759727030300,1297840306428063700,3,13,33,2020-08-24,4.333333333333333
1297842597059276800,1297840306428063700,5,20,44,2020-08-24,4
1297842341492019200,1297840306428063700,7,16,32,2020-08-24,2.2857142857142856
1297842038604521500,1297840306428063700,7,24,43,2020-08-24,3.4285714285714284
1297841782634557400,1297840306428063700,5,21,50,2020-08-24,4.2
1297841531135680500,1297840306428063700,10,38,75,2020-08-24,3.8
1297841376843968500,1297840306428063700,13,27,76,2020-08-24,2.076923076923077
1297840306428063700,1297840306428063700,518,431,1043,2020-08-24,0.832046332046332
1297496524763672600,1297496524763672600,96,1046,1650,2020-08-23,10.895833333333334
1297467552357134300,1254835587279999e3,14,27,189,2020-08-23,1.9285714285714286
1297458061192437800,1254835587279999e3,7,35,167,2020-08-23,5
1296835048004554800,1296828142397436e3,30,36,119,2020-08-21,1.2
1296834765056876500,1296828142397436e3,42,132,335,2020-08-21,3.142857142857143
1296834324424163300,1296828142397436e3,9,45,153,2020-08-21,5
1296834155360276500,1296828142397436e3,3,29,112,2020-08-21,9.666666666666666
1296834055401615400,1296828142397436e3,4,28,62,2020-08-21,7
1296833926460313600,1296828142397436e3,6,25,71,2020-08-21,4.166666666666667
1.2968337954512159e+18,1296828142397436e3,4,11,48,2020-08-21,2.75
1296833615398154200,1296828142397436e3,9,51,121,2020-08-21,5.666666666666667
1296833427606515700,1296828142397436e3,3,50,121,2020-08-21,16.666666666666668
1296832313213558800,1296828142397436e3,14,36,126,2020-08-21,2.5714285714285716
1296832189213151200,1296828142397436e3,17,55,153,2020-08-21,3.235294117647059
1296832048527806500,1296828142397436e3,14,34,81,2020-08-21,2.4285714285714284
1296831928495157200,1296828142397436e3,5,28,62,2020-08-21,5.6
1296831795296637e3,1296828142397436e3,3,23,61,2020-08-21,7.666666666666667
1296831642150076400,1296828142397436e3,5,69,142,2020-08-21,13.8
1296831543260962800,1296828142397436e3,8,39,98,2020-08-21,4.875
1296831333352833e3,1296828142397436e3,4,38,110,2020-08-21,9.5
1296831211818684400,1296828142397436e3,35,109,227,2020-08-21,3.1142857142857143
1296831088002826200,1296828142397436e3,4,32,88,2020-08-21,8
1296830953873178600,1296828142397436e3,7,41,101,2020-08-21,5.857142857142857
1296830767104954400,1296828142397436e3,25,119,218,2020-08-21,4.76
1296830651006673e3,1296828142397436e3,154,397,531,2020-08-21,2.5779220779220777
1296830491623129e3,1296828142397436e3,6,53,198,2020-08-21,8.833333333333334
1296830403664322600,1296828142397436e3,6,40,131,2020-08-21,6.666666666666667
1296830301746991e3,1296828142397436e3,23,128,315,2020-08-21,5.565217391304348
1296830112793612300,1296828142397436e3,12,95,228,2020-08-21,7.916666666666667
1296829676141318100,1296828142397436e3,2,12,42,2020-08-21,6
1296829510525034500,1296828142397436e3,3,13,37,2020-08-21,4.333333333333333
1296829393688506400,1296828142397436e3,1,10,38,2020-08-21,10
1296829281071517700,1296828142397436e3,3,14,39,2020-08-21,4.666666666666667
1296829161424801800,1296828142397436e3,1,16,26,2020-08-21,16
1296829061776507e3,1296828142397436e3,4,14,39,2020-08-21,3.5
1296828870734356500,1296828142397436e3,3,40,77,2020-08-21,13.333333333333334
1296828142397436e3,1296828142397436e3,247,330,916,2020-08-21,1.3360323886639676
1296774048626679800,1296709942632644600,19,74,161,2020-08-21,3.8947368421052633
1296754390196523e3,1296709942632644600,7,35,112,2020-08-21,5
1296731544929935400,1296709942632644600,26,71,254,2020-08-21,2.730769230769231
1296717518229438500,1296709942632644600,9,38,138,2020-08-21,4.222222222222222
1296709942632644600,1296709942632644600,63,319,646,2020-08-21,5.063492063492063
1296534960116031500,1296425889341857800,35,139,232,2020-08-20,3.9714285714285715
1296483263456972800,1296425889341857800,20,117,280,2020-08-20,5.85
1296473176495579100,1296425889341857800,16,74,193,2020-08-20,4.625
1296457748071297e3,1296425889341857800,13,34,106,2020-08-20,2.6153846153846154
1296441804745629700,1296441804745629700,81,120,300,2020-08-20,1.4814814814814814
1296430004725780500,1296430004725780500,37,249,522,2020-08-20,6.72972972972973
1296425889341857800,1296425889341857800,108,387,775,2020-08-20,3.5833333333333335
1296414058967638e3,1296074701467291600,8,13,62,2020-08-20,1.625
1296403262510452700,1296403262510452700,50,54,276,2020-08-20,1.08
1296107364580503600,1296024693548490800,19,47,156,2020-08-19,2.473684210526316
1296074701467291600,1296074701467291600,118,164,354,2020-08-19,1.3898305084745763
1296073720549855200,1296024693548490800,18,73,275,2020-08-19,4.055555555555555
1.2960645596320481e+18,1296024693548490800,7,43,164,2020-08-19,6.142857142857143
1296050173832048600,1296024693548490800,8,22,99,2020-08-19,2.75
1296041205063704600,1296024693548490800,11,35,128,2020-08-19,3.1818181818181817
1296032056418410500,1296024693548490800,9,74,277,2020-08-19,8.222222222222221
1296024693548490800,1296024693548490800,76,419,1179,2020-08-19,5.5131578947368425
1296014102456873e3,1295996101334630400,2,31,91,2020-08-19,15.5
1296004719815676e3,1295996101334630400,9,43,143,2020-08-19,4.777777777777778
1295996101334630400,1295996101334630400,33,138,373,2020-08-19,4.181818181818182
1295811004807426e3,1295631465355583500,25,71,134,2020-08-18,2.84
1295786454858305500,1295631465355583500,64,144,320,2020-08-18,2.25
1295751436886777900,1295631465355583500,11,70,173,2020-08-18,6.363636363636363
1295732067876167700,1295631465355583500,37,167,320,2020-08-18,4.513513513513513
1295721694825459700,1295721694825459700,96,377,733,2020-08-18,3.9270833333333335
1295703803325554700,1295631465355583500,22,149,277,2020-08-18,6.7727272727272725
