id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1558821425443635201	1558821425443635201	2022-08-14 10:22:43 EDT	2022-08-14	10:22:43	-0400	2528727363	thierry_warin	Thierry Warin		To my students:  Quantum computing power + massive smart data (structured &amp; unstructured) + artificial intelligence + domain knowledge (i) = data science_i  https://t.co/iCLYdMzcfk	en	[]	['https://lnkd.in/ein9_Kaj']	[]	0	0	1	[]	[]	https://twitter.com/thierry_warin/status/1558821425443635201	False		0								[]				
1542563598047662080	1542563598047662080	2022-06-30 13:39:55 EDT	2022-06-30	13:39:55	-0400	2528727363	thierry_warin	Thierry Warin		Data Science for International Organizations:  The whole history of Twitter conversations of the World Health Organization to measure its engagement and reputation through the Covid era.  #datascience #covid #health #engagement #in… https://t.co/CLOiE5uzKt  https://t.co/QMrSZMrkpE	en	[]	['https://lnkd.in/gV89CqUZ', 'https://lnkd.in/gEUGKn9t']	[]	0	1	2	['datascience', 'covid', 'health', 'engagement', 'in']	[]	https://twitter.com/thierry_warin/status/1542563598047662080	False		0								[]				
1538163801203146752	1538163801203146752	2022-06-18 10:16:42 EDT	2022-06-18	10:16:42	-0400	2528727363	thierry_warin	Thierry Warin		"""Multi-sided platforms and innovation: A competition law perspective"" with @fred_marty in Competition &amp; Change in open access  https://t.co/xJ0mFqMJp6 The integration of a complement in a digital ecosystem increases the rate of innovation but this positive… https://t.co/gBttrqTWVu"	en	[{'screen_name': 'fred_marty', 'name': 'frédéric marty', 'id': '220941557'}]	['https://lnkd.in/ekYW-bpg', 'https://lnkd.in/gS-Dbksu']	[]	0	0	1	[]	[]	https://twitter.com/thierry_warin/status/1538163801203146752	False		0								[]				
1537102471423635456	1537102471423635456	2022-06-15 11:59:21 EDT	2022-06-15	11:59:21	-0400	2528727363	thierry_warin	Thierry Warin		#who #oms #datascience #internationalorganizations #covid19pandemic #policymaking #reputation #health #engagement #covid   Warin, T. (2022). The World Health Organization in a Post-COVID-19 Era: An Exploration of Public Engagement… https://t.co/Gu7wDBN5tv  https://t.co/Ltc8i7N6pQ	en	[]	['https://lnkd.in/gV8HFwn9', 'https://lnkd.in/g8fcb-Kj']	[]	0	0	0	['who', 'oms', 'datascience', 'internationalorganizations', 'covid19pandemic', 'policymaking', 'reputation', 'health', 'engagement', 'covid']	[]	https://twitter.com/thierry_warin/status/1537102471423635456	False		0								[]				
1534925783101083648	1534925783101083648	2022-06-09 11:49:58 EDT	2022-06-09	11:49:58	-0400	2528727363	thierry_warin	Thierry Warin		#france #économie #réformes  https://t.co/Rb19VYTjXs	qme	[]	['https://lnkd.in/giq2qp98']	[]	0	0	0	['france', 'économie', 'réformes']	[]	https://twitter.com/thierry_warin/status/1534925783101083648	False		0								[]				
1534871851947552769	1534871851947552769	2022-06-09 08:15:40 EDT	2022-06-09	08:15:40	-0400	2528727363	thierry_warin	Thierry Warin		To my students: #datascience  https://t.co/jJZUrM8tTU	en	[]	['https://lnkd.in/gD45Didz']	[]	0	0	0	['datascience']	[]	https://twitter.com/thierry_warin/status/1534871851947552769	False		0								[]				
1529984431745912843	1529984431745912843	2022-05-26 20:34:48 EDT	2022-05-26	20:34:48	-0400	2528727363	thierry_warin	Thierry Warin		Join us for the International Trade and Finance Association’s annual academic conference (online with free attendance) today and tomorrow  Keynote speakers: Nicolas Veron Maia Linask @philipilevy Ana Maria Santacreu @Lucian_Cernat  #trade #finance   https://t.co/EVecIFuOVu	en	[{'screen_name': 'philipilevy', 'name': 'phil levy', 'id': '49518781'}, {'screen_name': 'lucian_cernat', 'name': 'lucian cernat', 'id': '234709437'}]	['https://events.zoom.us/ev/DHMWNU1lK1mxe1jzDAAAFgAAANpgQKrImn_-ESrdcsEuelTuDLiM62QfaV5Pi1Nuy7kWUWQQ44ZZ~ABoj5fun0y0zUmVOoTSGmISqPe_uyRXKMWUgrwY']	[]	0	0	1	['trade', 'finance']	[]	https://twitter.com/thierry_warin/status/1529984431745912843	False		0								[]				
1529983396147081216	1529983396147081216	2022-05-26 20:30:42 EDT	2022-05-26	20:30:42	-0400	2528727363	thierry_warin	Thierry Warin		« How #AugmentedIntelligence is Bringing the Focus Back on the Human » by @ijablokov @pryon and Thierry Warin @HEC_Montreal @ObservatoireIA @CIRANOMTL in @CMR_UCBerkeley  https://t.co/dzOKEIAbc4	en	[{'screen_name': 'ijablokov', 'name': 'igor jablokov', 'id': '1168'}, {'screen_name': 'pryon', 'name': 'pryon', 'id': '826525982475550721'}, {'screen_name': 'hec_montreal', 'name': 'hec montréal', 'id': '14259974'}, {'screen_name': 'observatoireia', 'name': 'obvia', 'id': '1123668435437854720'}, {'screen_name': 'ciranomtl', 'name': 'cirano', 'id': '2396383328'}, {'screen_name': 'cmr_ucberkeley', 'name': 'cmr', 'id': '2617756723'}]	['https://cmr.berkeley.edu/2022/05/how-augmented-intelligence-is-bringing-the-focus-back-on-the-human/']	[]	0	4	8	['augmentedintelligence']	[]	https://twitter.com/thierry_warin/status/1529983396147081216	False		0								[]				
1529579365587353600	1529579365587353600	2022-05-25 17:45:13 EDT	2022-05-25	17:45:13	-0400	2528727363	thierry_warin	Thierry Warin		#ia #agriculture #transformationnumérique #sciencedesdonnées #plateformes  https://t.co/uOY2c8hLRK	qme	[]	['https://lnkd.in/giQjSF4i']	[]	0	0	0	['ia', 'agriculture', 'transformationnumérique', 'sciencedesdonnées', 'plateformes']	[]	https://twitter.com/thierry_warin/status/1529579365587353600	False		0								[]				
1529174822864883713	1529174822864883713	2022-05-24 14:57:43 EDT	2022-05-24	14:57:43	-0400	2528727363	thierry_warin	Thierry Warin		Ravi de pouvoir rencontrer les  https://t.co/LS1rVRmpHK.s élèves HEC Montréal à la Délégation générale du Québec à New York le 2 juin!  https://t.co/Gk2wchnAFr	fr	[]	['http://ancien.ne', 'https://lnkd.in/g9V_K4iX']	[]	0	0	0	[]	[]	https://twitter.com/thierry_warin/status/1529174822864883713	False		0								[]				
1527665871652388865	1527665871652388865	2022-05-20 11:01:41 EDT	2022-05-20	11:01:41	-0400	2528727363	thierry_warin	Thierry Warin		International Trade and Finance Association: A week away from the annual academic conference, online, with free attendance. Keynote speakers: Nicolas Veron Maia Linask @philipilevy Ana Maria Santacreu @Lucian_Cernat  #trade #finance  https://t.co/0ReiD9iDBq	en	[{'screen_name': 'philipilevy', 'name': 'phil levy', 'id': '49518781'}, {'screen_name': 'lucian_cernat', 'name': 'lucian cernat', 'id': '234709437'}]	['https://lnkd.in/gUE8T7MU']	[]	0	2	0	['trade', 'finance']	[]	https://twitter.com/thierry_warin/status/1527665871652388865	False		0								[]				
1520014496974405632	1520014496974405632	2022-04-29 08:17:51 EDT	2022-04-29	08:17:51	-0400	2528727363	thierry_warin	Thierry Warin		Webinar on #trade #tech #climatechange  The aim of this webinar series is to inform the debate on the role of trade and trade policies in mitigating greenhouse gas emissions and adapting to climate change. In this webinar, experts… https://t.co/ShimAaExmq  https://t.co/yqBPdTlivE	en	[]	['https://lnkd.in/eueC26i7', 'https://lnkd.in/exPjc7rz']	[]	0	1	0	['trade', 'tech', 'climatechange']	[]	https://twitter.com/thierry_warin/status/1520014496974405632	False		0								[]				
1519690129073397762	1519690129073397762	2022-04-28 10:48:55 EDT	2022-04-28	10:48:55	-0400	2528727363	thierry_warin	Thierry Warin		Pour mes (ancien.nne.s) étudiant.e.s / for my current and past students Participez à nos groupes de réflexion sur notre MSc en Affaires internationales. Merci pour votre aide! Please participate in our focus groups about our Intern… https://t.co/fR5NFVA736  https://t.co/gPf4HCn0id	fr	[]	['https://lnkd.in/dAwAeTN8', 'https://lnkd.in/dqnDkPDK']	[]	0	0	0	[]	[]	https://twitter.com/thierry_warin/status/1519690129073397762	False		0								[]				
1514700995397406732	1514700995397406732	2022-04-14 16:23:53 EDT	2022-04-14	16:23:53	-0400	2528727363	thierry_warin	Thierry Warin		Pour mes étudiant.e.s: #francophonie #ameriques  https://t.co/n0TLiztNkj	fr	[]	['https://lnkd.in/eG5uyR8Z']	[]	0	0	0	['francophonie', 'ameriques']	[]	https://twitter.com/thierry_warin/status/1514700995397406732	False		0								[]				
1505222346503864320	1505222346503864320	2022-03-19 12:39:07 EDT	2022-03-19	12:39:07	-0400	2528727363	thierry_warin	Thierry Warin		International Trade and Finance Association Call for Papers Deadline March 31, 2022  Form here:  https://t.co/HvQc0ATkG1  #globaltrade #tradefinance #finance #datascience  https://t.co/oGLgtl2x0E	en	[]	['https://lnkd.in/guXEMqkY', 'https://lnkd.in/eiYxGvxh']	[]	0	0	0	['globaltrade', 'tradefinance', 'finance', 'datascience']	[]	https://twitter.com/thierry_warin/status/1505222346503864320	False		0								[]				
1503142336230043648	1503142336230043648	2022-03-13 18:53:54 EDT	2022-03-13	18:53:54	-0400	2528727363	thierry_warin	Thierry Warin		#society50  https://t.co/NWqq1fisQp	qme	[]	['https://lnkd.in/eSE4B-S6']	[]	0	0	3	['society50']	[]	https://twitter.com/thierry_warin/status/1503142336230043648	False		0								[]				
1502689881012776961	1502689881012776961	2022-03-12 11:56:00 EST	2022-03-12	11:56:00	-0400	2528727363	thierry_warin	Thierry Warin		ITFA's annual conference: deadline approaching!!! Special sessions for graduate students!  #digitaltrade #internationaltrade #internationalfinance #supplychains #freetradeagreements #datascience #nlp #textasdata  https://t.co/S02qGhEpCL	en	[]	['https://lnkd.in/eBKsp3u9']	[]	0	2	5	['digitaltrade', 'internationaltrade', 'internationalfinance', 'supplychains', 'freetradeagreements', 'datascience', 'nlp', 'textasdata']	[]	https://twitter.com/thierry_warin/status/1502689881012776961	False		0								[]				
1498286764674498560	1498286764674498560	2022-02-28 08:19:36 EST	2022-02-28	08:19:36	-0400	2528727363	thierry_warin	Thierry Warin		Deadline approaching!  #trade #internationalfinance #supplychainmanagement  https://t.co/xAD02C0lb5	en	[]	['https://lnkd.in/eiexVRH4']	[]	0	0	1	['trade', 'internationalfinance', 'supplychainmanagement']	[]	https://twitter.com/thierry_warin/status/1498286764674498560	False		0								[]				
1498284444184190978	1498284444184190978	2022-02-28 08:10:22 EST	2022-02-28	08:10:22	-0400	2528727363	thierry_warin	Thierry Warin		Interesting for NLP analysis of golf champion Tiger Woods' speeches with my co-author David Pastoriza  #nlp #datascience #sportsanalytics  https://t.co/b6hG6nvom0	en	[]	['https://lnkd.in/eFCvs7eP']	[]	0	0	0	['nlp', 'datascience', 'sportsanalytics']	[]	https://twitter.com/thierry_warin/status/1498284444184190978	False		0								[]				
